Variable,Fechas,Montos,Tipo_Valores,Enfoque
       Importaciones de Bienes y Servicios C.I.F.,2018,357230.9,Corrientes,missing
DEMANDA GLOBAL ,2018,932515.8,Corrientes,missing
Demanda Interna,2018,694032.6,Corrientes,missing
    Gastos de Consumo Final,2018,541167.4,Corrientes,missing
       Sector Privado,2018,463721.1,Corrientes,missing
       Sector Público,2018,77446.3,Corrientes,missing
    Inversión Interna Bruta,2018,152865.2,Corrientes,missing
      Formación Bruta de Capital Fijo,2018,142367.8,Corrientes,missing
       Sector Privado,2018,122558.2,Corrientes,missing
       Sector Público,2018,19809.6,Corrientes,missing
     Variación de Existencias,2018,10497.4,Corrientes,missing
Demanda  Externa,2018,238483.3,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2018,238483.3,Corrientes,missing
OFERTA GLOBAL,2018,358868.3,Corrientes,missing
Valor Agregado Bruto,2018,196349.9,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2018,30922.1,Corrientes,missing
       Explotación de Minas y Canteras,2018,453.3,Corrientes,missing
       Industria Manufacturera,2018,41404.7,Corrientes,missing
       Construcción,2018,6245.0,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2018,24982.6,Corrientes,missing
       Otros Servicios,2018,123232.7,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2018,30890.6,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2018,18673.0,Corrientes,missing
Producto Interno Bruto a precios de mercado,2018,215022.9,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2018,143845.4,Corrientes,missing
DEMANDA GLOBAL ,2018,358868.3,Corrientes,missing
Demanda Interna,2018,241998.0,Corrientes,missing
    Gastos de Consumo Final,2018,189581.4,Corrientes,missing
       Sector Privado,2018,162395.8,Corrientes,missing
       Sector Público,2018,27185.6,Corrientes,missing
    Inversión Interna Bruta,2018,52416.6,Corrientes,missing
      Formación Bruta de Capital Fijo,2018,46510.6,Corrientes,missing
       Sector Privado,2018,40145.0,Corrientes,missing
       Sector Público,2018,6365.6,Corrientes,missing
     Variación de Existencias,2018,5906.0,Corrientes,missing
Demanda  Externa,2018,116870.3,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2018,116870.3,Corrientes,missing
OFERTA GLOBAL,2019,972240.7,Corrientes,missing
Valor Agregado Bruto a precios básicos,2019,556180.2,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2019,66126.1,Corrientes,missing
       Explotación de Minas y Canteras,2019,3804.8,Corrientes,missing
       Industria Manufacturera,2019,100545.6,Corrientes,missing
       Construcción,2019,37420.6,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2019,105220.5,Corrientes,missing
       Otros Servicios,2019,274098.3,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2019,31035.8,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2019,58737.5,Corrientes,missing
Producto Interno Bruto a precios de mercado,2019,614917.7,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2019,357323.0,Corrientes,missing
DEMANDA GLOBAL ,2019,972240.7,Corrientes,missing
Demanda Interna,2019,726774.7,Corrientes,missing
    Gastos de Consumo Final,2019,586997.2,Corrientes,missing
       Sector Privado,2019,504051.0,Corrientes,missing
       Sector Público,2019,82946.2,Corrientes,missing
    Inversión Interna Bruta,2019,139777.5,Corrientes,missing
      Formación Bruta de Capital Fijo,2019,140451.9,Corrientes,missing
       Sector Privado,2019,121199.8,Corrientes,missing
       Sector Público,2019,19252.1,Corrientes,missing
     Variación de Existencias,2019,-674.4,Corrientes,missing
Demanda  Externa,2019,245466.0,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2019,245466.0,Corrientes,missing
OFERTA GLOBAL,2019,361153.8,Corrientes,missing
Valor Agregado Bruto,2019,201279.5,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2019,30602.3,Corrientes,missing
       Explotación de Minas y Canteras,2019,461.8,Corrientes,missing
       Industria Manufacturera,2019,42231.2,Corrientes,missing
       Construcción,2019,6262.0,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2019,25701.5,Corrientes,missing
       Otros Servicios,2019,129032.6,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2019,33011.9,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2019,19448.2,Corrientes,missing
Producto Interno Bruto a precios de mercado,2019,220727.6,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2019,140426.1,Corrientes,missing
DEMANDA GLOBAL ,2019,361153.8,Corrientes,missing
Demanda Interna,2019,241456.9,Corrientes,missing
    Gastos de Consumo Final,2019,197628.1,Corrientes,missing
       Sector Privado,2019,169990.2,Corrientes,missing
       Sector Público,2019,27637.9,Corrientes,missing
    Inversión Interna Bruta,2019,43828.8,Corrientes,missing
      Formación Bruta de Capital Fijo,2019,44081.6,Corrientes,missing
       Sector Privado,2019,38204.7,Corrientes,missing
       Sector Público,2019,5877.0,Corrientes,missing
     Variación de Existencias,2019,-252.8,Corrientes,missing
Demanda  Externa,2019,119696.8,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2019,119696.8,Corrientes,missing
OFERTA GLOBAL,2020,881674.5,Corrientes,missing
Valor Agregado Bruto a precios básicos,2020,534476.0,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2020,70974.4,Corrientes,missing
       Explotación de Minas y Canteras,2020,3729.5,Corrientes,missing
       Industria Manufacturera,2020,93886.1,Corrientes,missing
       Construcción,2020,31860.8,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2020,93923.6,Corrientes,missing
       Otros Servicios,2020,270326.5,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2020,30224.9,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2020,51257.6,Corrientes,missing
Producto Interno Bruto a precios de mercado,2020,585733.6,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2020,295940.9,Corrientes,missing
DEMANDA GLOBAL ,2020,881674.5,Corrientes,missing
Demanda Interna,2020,675326.9,Corrientes,missing
    Gastos de Consumo Final,2020,565670.8,Corrientes,missing
       Sector Privado,2020,477961.9,Corrientes,missing
       Sector Público,2020,87708.9,Corrientes,missing
    Inversión Interna Bruta,2020,109656.1,Corrientes,missing
      Formación Bruta de Capital Fijo,2020,111158.0,Corrientes,missing
       Sector Privado,2020,95076.8,Corrientes,missing
       Sector Público,2020,16081.2,Corrientes,missing
     Variación de Existencias,2020,-1502.0,Corrientes,missing
Demanda  Externa,2020,206347.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2020,206347.6,Corrientes,missing
OFERTA GLOBAL,2020,315389.4,Corrientes,missing
Valor Agregado Bruto,2020,184019.4,Corrientes,missing
"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",2020,28687.3,Corrientes,missing
       Explotación de Minas y Canteras,2020,353.5,Corrientes,missing
       Industria Manufacturera,2020,36302.5,Corrientes,missing
       Construcción,2020,4671.4,Corrientes,missing
"       Comercio, Hoteles y Restaurantes",2020,21117.8,Corrientes,missing
       Otros Servicios,2020,125879.4,Corrientes,missing
  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,2020,32992.4,Corrientes,missing
 Impuestos  netos de subvenciones sobre la producción y las importaciones,2020,16920.5,Corrientes,missing
Producto Interno Bruto a precios de mercado,2020,200939.9,Corrientes,missing
       Importaciones de Bienes y Servicios C.I.F.,2020,114449.5,Corrientes,missing
DEMANDA GLOBAL ,2020,315389.4,Corrientes,missing
Demanda Interna,2020,220153.7,Corrientes,missing
    Gastos de Consumo Final,2020,187816.4,Corrientes,missing
       Sector Privado,2020,159375.7,Corrientes,missing
       Sector Público,2020,28440.7,Corrientes,missing
    Inversión Interna Bruta,2020,32337.3,Corrientes,missing
      Formación Bruta de Capital Fijo,2020,33594.8,Corrientes,missing
       Sector Privado,2020,28898.4,Corrientes,missing
       Sector Público,2020,4696.4,Corrientes,missing
     Variación de Existencias,2020,-1257.5,Corrientes,missing
Demanda  Externa,2020,95235.6,Corrientes,missing
 Exportación de Bienes y Servicios F.O.B.,2020,95235.6,Corrientes,missing
